palavra_1,palavra_2,palavra_3,forca_global,rank_global,forca_peso,rank_peso,forca_global_peso,rank_global_peso
CAPUZ,LIMBO,TRENS,0.8851215,54,1.1749533,1188,0.097543,1843
CLIPS,UNTAR,ZOMBE,0.8851215,54,1.1441121,1228,0.0991451,1793
CLIPS,TRENO,ZUMBA,0.8851215,54,1.2261682,1081,0.10167,1688
CLIPS,TRENA,ZUMBO,0.8851215,54,1.2261682,1081,0.10167,1688
CLIPS,TORNE,ZUMBA,0.8851215,54,1.291028,890,0.1072459,1192
CLIPS,TORNA,ZUMBE,0.8851215,54,1.291028,890,0.1072459,1192
CLIPS,TERNO,ZUMBA,0.8851215,54,1.3725234,556,0.1154956,256
CLIPS,TERNA,ZUMBO,0.8851215,54,1.3725234,556,0.1154956,256
ANTRO,CLIPS,ZUMBE,0.8851215,54,1.1558879,1216,0.089505,2027
CLIPS,TENRO,ZUMBA,0.8851215,54,1.3717757,559,0.112582,529
CLIPS,TENRA,ZUMBO,0.8851215,54,1.3717757,559,0.112582,529
CLIPS,OBTER,ZUNAM,0.8851215,54,1.2360748,1057,0.0973604,1847
CLIPS,NOTAR,ZUMBE,0.8851215,54,1.2299065,1072,0.1031965,1577
BENZA,CLIPS,TUMOR,0.8851215,54,1.2986916,859,0.1024981,1641
CLIPS,NUTRE,ZOMBA,0.8851215,54,1.224486,1088,0.1022179,1656
CLIPS,NUTRA,ZOMBE,0.8851215,54,1.224486,1088,0.1022179,1656
CLIPS,NORTE,ZUMBA,0.8851215,54,1.3009346,851,0.1076492,1134
BENZO,CLIPS,TURMA,0.8851215,54,1.4545794,212,0.1175297,128
CLIPS,ENTRO,ZUMBA,0.8851215,54,1.1829907,1173,0.0978151,1833
CLIPS,ENTRA,ZUMBO,0.8851215,54,1.1829907,1173,0.0978151,1833
ALGUM,CHOVI,TRENS,0.8850467,55,0.948785,1282,0.0675779,2186
CHIAM,TRENS,VULGO,0.8850467,55,1.3684112,572,0.1075776,1144
DUBLO,PIFAM,TRENS,0.8848972,56,1.3157009,799,0.105858,1352
BRUMA,CLIPS,FENDO,0.8844112,57,1.3996262,434,0.1116732,621
BUFAM,CLIPS,RONDE,0.8844112,57,1.3794393,524,0.1079978,1097
BUNDE,CLIPS,MOFAR,0.8844112,57,1.344486,672,0.106016,1332
BUNDE,CLIPS,FORAM,0.8844112,57,1.4842991,114,0.1132078,476
BUNDE,CLIPS,FORMA,0.8844112,57,1.4203738,345,0.1093782,912
BUNDA,CLIPS,FOREM,0.8844112,57,1.5214953,34,0.116559,177
BUFEM,CLIPS,RONDA,0.8844112,57,1.4166355,361,0.111349,668
BUFAM,CLIPS,DRENO,0.8844112,57,1.3029907,844,0.1045577,1472
BUNDA,CLIPS,FORME,0.8844112,57,1.4203738,345,0.1093782,912
BUFEM,CLIPS,NARDO,0.8844112,57,1.415514,366,0.1131445,481
BUFAM,CLIPS,RENDO,0.8844112,57,1.4609346,190,0.1162476,200
ABREM,CLIPS,FUNDO,0.8844112,57,1.4078505,397,0.1029238,1602
BONDE,CLIPS,FUMAR,0.8844112,57,1.375514,543,0.1060847,1320
BANDO,CLIPS,FUREM,0.8844112,57,1.5284112,22,0.1161201,207
BANDO,CLIPS,FRUEM,0.8844112,57,1.4261682,323,0.1101653,805
BONDE,CLIPS,FRUAM,0.8844112,57,1.3820561,513,0.1072531,1190
BRAME,CLIPS,FUNDO,0.8844112,57,1.2629907,975,0.0863586,2092
BANDO,CLIPS,FEMUR,0.8844112,57,1.3433645,677,0.1059332,1345
BRINS,CULPO,FEDAM,0.8844112,57,1.5029907,67,0.1179697,103
BANDO,CLIPS,RUFEM,0.8844112,57,1.4235514,334,0.1109101,721
BRAMO,CLIPS,FUNDE,0.8844112,57,1.2629907,975,0.0863586,2092
BONDE,CLIPS,RUFAM,0.8844112,57,1.3794393,524,0.1079978,1097
ARFEM,BUNDO,CLIPS,0.8844112,57,1.3598131,612,0.0997254,1775
ANDOR,BUFEM,CLIPS,0.8844112,57,1.1633645,1205,0.0849994,2125
BONDE,CLIPS,FURAM,0.8844112,57,1.4842991,114,0.1132078,476
FLUXO,PICAM,TRENS,0.8839252,58,1.3041121,841,0.1047305,1454
CAPIM,FLUXO,TRENS,0.8839252,58,1.2386916,1049,0.0982393,1827
CULPO,FIXAM,TRENS,0.8839252,58,1.406729,403,0.1097623,856
CLIPS,GRATO,MUDEZ,0.8837009,59,1.2433645,1038,0.0909026,1997
CLIPS,MUDEZ,TRAGO,0.8837009,59,1.2186916,1101,0.0901758,2011
CLIPS,REDUZ,VOTAM,0.8836636,60,1.3001869,855,0.1086435,1008
CLIPS,MUDEZ,TRAVO,0.8836636,60,1.2186916,1101,0.0901749,2012
CLIPS,MUDEZ,TROVA,0.8836636,60,1.2001869,1139,0.0961754,1873
CLIPS,MUDEZ,VOTAR,0.8836636,60,1.3414953,686,0.1097255,861
BRUXO,CLIPS,MENTA,0.8836262,61,1.3945794,457,0.1135184,455
BRINS,PUXEM,TALCO,0.8836262,61,1.4315888,302,0.1117863,614
BRUXA,CLIPS,NOTEM,0.8836262,61,1.3061682,835,0.1083833,1048
BRUXA,CLIPS,ONTEM,0.8836262,61,1.1704673,1192,0.0942267,1918
BRINS,CUPOM,LATEX,0.8836262,61,1.3003738,854,0.1013097,1709
BRUXO,CLIPS,MANTE,0.8836262,61,1.32,781,0.1048297,1444
BRINS,PUXAM,TECLO,0.8836262,61,1.4315888,302,0.1157943,232
BRINS,CULPO,TAXEM,0.8836262,61,1.4336449,294,0.1127842,509
BRUXA,CLIPS,MONTE,0.8836262,61,1.3130841,810,0.1052686,1396
BRINS,DATEM,VULGO,0.8833645,62,1.4198131,348,0.1109868,712
CHAMO,FULGI,TRENS,0.8828785,63,1.1699065,1194,0.0807091,2170
BRINS,CEDAM,VULGO,0.8828785,63,1.4960748,86,0.1179114,107
FULGI,MACHO,TRENS,0.8828785,63,1.2928972,881,0.1000209,1759
ALGUM,FICHO,TRENS,0.8828785,63,1.1536449,1219,0.085942,2103
CHOVI,FLUAM,TRENS,0.8828411,64,1.1056075,1251,0.0858738,2105
CHUVA,FILMO,TRENS,0.8828411,64,1.284486,914,0.1031372,1588
BRINS,CHEGA,MULTO,0.8825794,65,1.3469159,663,0.1055784,1373
BRINS,CHEGO,MULTA,0.8825794,65,1.3469159,663,0.1055784,1373
BUCHO,LIGAM,TRENS,0.8825794,65,1.3514019,648,0.1071841,1205
BRINS,CHAGO,LUTEM,0.8825794,65,1.2848598,912,0.0923005,1970
BRINS,CHUTO,LEGAM,0.8825794,65,1.4134579,374,0.1151487,290
ALGUM,BICHO,TRENS,0.8825794,65,1.1371963,1238,0.0856027,2114
BRINS,CHUTO,GELAM,0.8825794,65,1.4373832,279,0.1160539,211
BRINS,CHAGO,MULTE,0.8825794,65,1.2543925,1006,0.0881348,2047
BRINS,CHEGO,LUTAM,0.8825794,65,1.3401869,690,0.106393,1287
BRINS,MECHA,VULTO,0.8825421,66,1.4461682,245,0.1151662,287
BULAM,CHOVI,TRENS,0.8825421,66,1.1988785,1142,0.0901992,2008
ALBUM,CHOVI,TRENS,0.8825421,66,0.9304673,1283,0.0671218,2187
BRINS,CHOVE,LUTAM,0.8825421,66,1.2291589,1073,0.094949,1901
BRINS,CHAVE,MULTO,0.8825421,66,1.2543925,1006,0.0881339,2048
BRINS,CHUVA,MOTEL,0.8825421,66,1.2786916,933,0.1068291,1246
BRINS,CHAME,VULTO,0.8825421,66,1.2485981,1022,0.0871658,2072
BRINS,CHUVA,LOTEM,0.8825421,66,1.34,691,0.1093644,913
BRINS,CHOVE,MULTA,0.8825421,66,1.2358879,1058,0.0941344,1919
BRINS,CHUTO,VELAM,0.8825421,66,1.4491589,235,0.11631,197
BRINS,CHOVA,MULTE,0.8825421,66,1.2358879,1058,0.0941344,1919
BRINS,CHUTO,LAVEM,0.8825421,66,1.3631776,596,0.1095276,889
BRINS,CHUTO,VALEM,0.8825421,66,1.4117757,382,0.1109725,714
BRINS,CHUTO,LEVAM,0.8825421,66,1.4005607,430,0.1148652,313
ACHEM,BRINS,VULTO,0.8825421,66,1.3039252,842,0.0979319,1831
BRINS,CHOVA,LUTEM,0.8825421,66,1.2663551,968,0.0983002,1824
CHUVA,LIMBO,TRENS,0.8825421,66,1.2196262,1098,0.1017871,1684
BRINS,CHUTA,MOVEL,0.8825421,66,1.2949533,872,0.1074312,1167
CLIPS,HERDO,TUMBA,0.8823551,67,1.3942056,459,0.116055,210
BRINS,CAPUT,FOGEM,0.882243,68,1.2906542,891,0.1031235,1589
CLIPS,GRUDO,TAXEM,0.8822056,69,1.335514,711,0.1085495,1022
CLIPS,GRUDA,VENTO,0.8819065,70,1.4102804,388,0.1126931,518
CLIPS,DUNGA,VERTO,0.8819065,70,1.4942056,93,0.1182258,93
CLIPS,GRUTA,VENDO,0.8819065,70,1.4102804,388,0.1126931,518
CLIPS,DUNGA,VETOR,0.8819065,70,1.3121495,814,0.1020349,1667
CLIPS,DUNGA,TREVO,0.8819065,70,1.3114019,817,0.1034164,1564
CLIPS,GRUDO,VENTA,0.8819065,70,1.4102804,388,0.1126931,518
FICAM,JULGO,TRENS,0.8818318,71,1.3680374,574,0.1080143,1094
COZAM,FULGI,TRENS,0.8817196,72,1.3583178,620,0.1045875,1468
CLIPS,DOTAR,FUJEM,0.8816075,73,1.3943925,458,0.1112889,672
CLIPS,FUJEM,TARDO,0.8816075,73,1.4659813,169,0.1149981,302
BRINS,JULGO,TECAM,0.8815327,74,1.4323364,299,0.1163737,189
BICAM,JULGO,TRENS,0.8815327,74,1.3515888,647,0.1076751,1128
BRINS,COTEM,JULGA,0.8815327,74,1.4327103,297,0.1132705,468
BRINS,CATEM,JULGO,0.8815327,74,1.4396262,270,0.1128316,503
CLIPS,FROTA,MUDEZ,0.8814953,75,1.253271,1010,0.0973771,1846
CLIPS,FATOR,MUDEZ,0.8814953,75,1.2540187,1008,0.0977664,1834
CLIPS,FARTO,MUDEZ,0.8814953,75,1.4360748,285,0.1139572,399
BRINS,CULTA,JOVEM,0.8814953,75,1.448972,236,0.1138718,412
BRINS,CULTO,VEJAM,0.8814953,75,1.5170093,41,0.1192842,62
PIFAM,TRENS,VULGO,0.8814953,75,1.38,521,0.1078868,1107
BRINS,CULTA,GOZEM,0.8814206,76,1.4624299,183,0.1141392,384
CALVO,TRENS,ZUMBI,0.8813832,77,1.2564486,998,0.0998626,1768
BRINS,CULTO,VAZEM,0.8813832,77,1.4811215,124,0.1139564,400
BRINS,PAGEM,VULTO,0.8811963,78,1.4831776,117,0.1126547,519
BROTA,CLIPS,MUDEZ,0.8811963,78,1.2368224,1054,0.0970378,1853
BRINS,PEGAM,VULTO,0.8811963,78,1.5205607,36,0.1179922,100
BOTAR,CLIPS,MUDEZ,0.8811963,78,1.3416822,685,0.1096041,879
CLIPS,DOTAR,ZUMBE,0.8811963,78,1.2499065,1017,0.1036625,1536
BRINS,PLUGO,VETAM,0.8811963,78,1.3816822,515,0.1124428,547
BRINS,PULGA,VOTEM,0.8811963,78,1.4471028,243,0.1122088,570
BOTAM,CLIPS,REDUZ,0.8811963,78,1.3003738,854,0.1085222,1028
BRINS,PLUGA,VOTEM,0.8811963,78,1.3373832,701,0.1075442,1151
BRINS,TAMPE,VULGO,0.8811963,78,1.3065421,834,0.1037416,1530
CLIPS,TARDO,ZUMBE,0.8811963,78,1.3214953,773,0.1073716,1176
CLIPS,TARDE,ZUMBO,0.8811963,78,1.3214953,773,0.1073716,1176
CLIPS,REDUZ,TOMBA,0.8811963,78,1.2164486,1103,0.1047449,1451
BATOM,CLIPS,REDUZ,0.8811963,78,1.1962617,1151,0.0963452,1865
BRINS,TAPEM,VULGO,0.8811963,78,1.4059813,406,0.1105878,755
BRINS,DOTAM,FULGE,0.8811963,78,1.3923364,468,0.1082925,1063
BRINS,FEDAM,VULTO,0.8811589,79,1.5093458,52,0.1175402,127
CLIPS,FUNGA,MOVER,0.8810093,80,1.3861682,495,0.1092088,935
CLIPS,GARFO,NUVEM,0.8810093,80,1.3728972,554,0.1120907,578
CLIPS,GRAFO,NUVEM,0.8810093,80,1.2085981,1127,0.0895101,2026
CLIPS,FUNGO,VAREM,0.8810093,80,1.5059813,60,0.1154821,257
CLIPS,FAVOR,UNGEM,0.8810093,80,1.1813084,1176,0.0936288,1938
BRINS,CAVEM,PLUGO,0.8807103,81,1.3639252,593,0.1082956,1062
CLIPS,GARBO,NUVEM,0.8807103,81,1.3820561,513,0.1122668,565
BRINS,CAPEM,VULGO,0.8807103,81,1.4457944,246,0.1121597,575
BRAVO,CLIPS,UNGEM,0.8807103,81,1.1663551,1198,0.0862976,2094
BRINS,PECAM,VULGO,0.8807103,81,1.4865421,109,0.116884,150
BRINS,CULPO,VAGEM,0.8807103,81,1.4504673,228,0.1122199,569
BURGO,CLIPS,NEVAM,0.8807103,81,1.4409346,263,0.1179844,101
BRINS,FLUEM,VODCA,0.8806729,82,1.3205607,778,0.1065442,1275
BUCHA,FILMO,TRENS,0.8803738,83,1.3398131,692,0.1047336,1453
BRINS,FACHO,LUTEM,0.8803738,83,1.4186916,353,0.1108612,728
BUCHO,FILAM,TRENS,0.8803738,83,1.4037383,415,0.1085633,1019
BUCHO,FILMA,TRENS,0.8803738,83,1.3398131,692,0.1047336,1453
BRINS,CHEFA,MULTO,0.8803738,83,1.3282243,745,0.105157,1411
BRINS,CHATO,FLUEM,0.8803738,83,1.2566355,997,0.0898998,2020
BRINS,FECHO,MULTA,0.8803738,83,1.4628037,181,0.1153841,263
BULAM,FICHO,TRENS,0.8803738,83,1.4037383,415,0.1085633,1019
BRINS,FECHO,LUTAM,0.8803738,83,1.4560748,205,0.1161987,204
BRINS,FUCEM,TOLHA,0.8803738,83,1.4401869,267,0.1123634,556
BRINS,FLUEM,TOCHA,0.8803738,83,1.3304673,736,0.1076987,1126
BRINS,FLUEM,TACHO,0.8803738,83,1.3373832,701,0.1072598,1189
BICHO,FLUAM,TRENS,0.8803738,83,1.2940187,877,0.1038986,1518
BUFAM,COLHI,TRENS,0.8803738,83,1.3418692,684,0.1041333,1503
BRINS,FUCAM,HOTEL,0.8803738,83,1.3678505,575,0.1109232,719
BRINS,FUCAM,TOLHE,0.8803738,83,1.4029907,419,0.1090122,965
ALBUM,FICHO,TRENS,0.8803738,83,1.1353271,1240,0.0854859,2116
BRINS,FACHO,MULTE,0.8803738,83,1.3882243,485,0.1066954,1260
BRINS,FECHA,MULTO,0.8803738,83,1.4628037,181,0.1153841,263
BRINS,CHUTO,FALEM,0.8803738,83,1.4284112,315,0.1111904,679
BRINS,FUCEM,TALHO,0.8803738,83,1.4471028,243,0.1119244,601
BRINS,CULTO,VEXAM,0.8798879,84,1.5171963,40,0.1192642,64
CLIPS,FUNDE,GRATO,0.8797383,85,1.2902804,892,0.0875965,2065
CLIPS,DUNGA,FRETO,0.8797383,85,1.364486,590,0.104618,1466
CLIPS,FENDO,GRUTA,0.8797383,85,1.4269159,320,0.112911,501
CLIPS,DUNGA,FORTE,0.8797383,85,1.4293458,312,0.1101939,801
CLIPS,FUNDE,TRAGO,0.8797383,85,1.2656075,971,0.0868697,2077
CLIPS,FUNGO,TARDE,0.8797383,85,1.4299065,309,0.1094503,899
CLIPS,FONTE,GRUDA,0.8797383,85,1.3454206,669,0.1046613,1462
CLIPS,FUNDO,TRAVE,0.8797009,86,1.2656075,971,0.0868688,2078
CLIPS,FURTA,VENDO,0.8797009,86,1.5409346,15,0.1191219,69
CLIPS,FUNDA,TREVO,0.8797009,86,1.3581308,621,0.1043125,1491
CLIPS,FUNDE,TRAVO,0.8797009,86,1.2656075,971,0.0868688,2078
BRUXA,CLIPS,DOTEM,0.8797009,86,1.3261682,753,0.1088493,986
CLIPS,FUNDA,VERTO,0.8797009,86,1.5409346,15,0.1191219,69
BRUXO,CLIPS,DATEM,0.8797009,86,1.3330841,724,0.1084103,1043
CLIPS,FUNDE,VOTAR,0.8797009,86,1.3884112,484,0.1064194,1284
CLIPS,FUNDE,TROVA,0.8797009,86,1.2471028,1027,0.0928694,1956
CLIPS,FRUTO,VENDA,0.8797009,86,1.4386916,274,0.1131671,480
CLIPS,FUNDO,TREVA,0.8797009,86,1.3581308,621,0.1043125,1491
CLIPS,FUNDA,VETOR,0.8797009,86,1.3588785,617,0.102931,1600
CLIPS,FUNDO,VETAR,0.8797009,86,1.4699065,156,0.1146691,332
CLIPS,FUNDO,VERTA,0.8797009,86,1.5409346,15,0.1191219,69
CLIPS,FRUTA,VENDO,0.8797009,86,1.4386916,274,0.1131671,480
CLIPS,FENDO,TURVA,0.8797009,86,1.504486,64,0.1181381,97
CLIPS,FENDA,TURVO,0.8797009,86,1.504486,64,0.1181381,97
CLIPS,TRUFA,VENDO,0.8797009,86,1.3669159,579,0.1115449,639
CLIPS,FURTO,VENDA,0.8797009,86,1.5409346,15,0.1191219,69
CHAGO,PUDIM,TRENS,0.8795514,87,1.1981308,1146,0.0821983,2161
CHUPO,DIGAM,TRENS,0.8795514,87,1.2798131,927,0.1047915,1448
ADVIM,CHUPO,TRENS,0.879514,88,1.0936449,1259,0.0841225,2136
CHOVA,PUDIM,TRENS,0.879514,88,1.1796262,1178,0.0881979,2045
BURGO,CLIPS,DANTE,0.8794393,89,1.4198131,348,0.1094157,904
BUNDE,CLIPS,GRATO,0.8794393,89,1.2738318,947,0.0872572,2070
CLIPS,DUNGA,OBTER,0.8794393,89,1.1983178,1145,0.0936742,1935
BROTE,CLIPS,DUNGA,0.8794393,89,1.2370093,1053,0.0928357,1958
BENTO,CLIPS,GRUDA,0.8794393,89,1.4104673,387,0.1125718,532
BUNDE,CLIPS,TRAGO,0.8794393,89,1.2491589,1020,0.0865305,2083
BURGO,CLIPS,TENDA,0.8794393,89,1.4880374,105,0.1177997,115
BONDE,CLIPS,GRUTA,0.8794393,89,1.328972,741,0.104322,1490
BENTA,CLIPS,GRUDO,0.8794393,89,1.4104673,387,0.1125718,532
BUNDE,CLIPS,TROVA,0.8794019,90,1.2306542,1068,0.0925301,1965
BUNDO,CLIPS,VERTA,0.8794019,90,1.524486,29,0.1187826,81
BUNDO,CLIPS,VETAR,0.8794019,90,1.4534579,218,0.1143298,366
BUNDE,CLIPS,VOTAR,0.8794019,90,1.3719626,558,0.1060801,1322
BANDO,CLIPS,TURVE,0.8794019,90,1.4134579,374,0.1091102,951
BUNDO,CLIPS,TREVA,0.8794019,90,1.3416822,685,0.1039732,1511
BRUTO,CLIPS,VENDA,0.8794019,90,1.422243,339,0.1128278,504
BONDE,CLIPS,TURVA,0.8794019,90,1.4065421,404,0.1095491,885
CLIPS,TURBA,VENDO,0.8794019,90,1.4783178,134,0.1176758,123
BUNDA,CLIPS,TREVO,0.8794019,90,1.3416822,685,0.1039732,1511
BUNDA,CLIPS,VERTO,0.8794019,90,1.524486,29,0.1187826,81
BUNDA,CLIPS,VETOR,0.8794019,90,1.3424299,681,0.1025918,1632
BUNDE,CLIPS,TRAVO,0.8794019,90,1.2491589,1020,0.0865296,2084
BRUTA,CLIPS,VENDO,0.8794019,90,1.422243,339,0.1128278,504
BUNDO,CLIPS,TRAVE,0.8794019,90,1.2491589,1020,0.0865296,2084
CLIPS,TURBO,VENDA,0.8794019,90,1.4783178,134,0.1176758,123
BRINS,FUJEM,TALCO,0.8793271,91,1.4216822,341,0.1111598,689
BRINS,FUJAM,TECLO,0.8793271,91,1.4216822,341,0.1151679,286
BRINS,CULTO,FAZEM,0.879215,92,1.497757,81,0.1141743,382
FACIL,TRENS,ZUMBO,0.879215,92,1.1872897,1165,0.0962467,1870
BRINS,FULGE,TAMPO,0.879028,93,1.3231776,765,0.1039595,1513
FULGI,POMBA,TRENS,0.879028,93,1.2839252,917,0.0994853,1784
BRINS,FULGE,TOPAM,0.879028,93,1.3785047,528,0.1078935,1106
BRINS,FULGE,OPTAM,0.879028,93,1.2207477,1097,0.0931002,1951
BUFAR,CLIPS,MONGE,0.8785421,94,1.322243,770,0.1052567,1399
BUFAM,CLIPS,NEGRO,0.8785421,94,1.3833645,509,0.1131762,478
BUFAM,CLIPS,GENRO,0.8785421,94,1.4446729,249,0.1151326,293
BRAME,CLIPS,FUNGO,0.8785421,94,1.2407477,1042,0.0855993,2115
ABREM,CLIPS,FUNGO,0.8785421,94,1.3856075,498,0.1021645,1662
BRINS,FUCAM,GOLPE,0.8785421,94,1.3738318,550,0.1075722,1145
BRINS,CULPA,FOGEM,0.8785421,94,1.4601869,193,0.1128767,502
BRINS,CAMPO,FULGE,0.8785421,94,1.3629907,597,0.1055314,1381
BUFAM,CLIPS,NERVO,0.8785047,95,1.4306542,305,0.1177218,121
CLIPS,JOGAM,TURVE,0.8779065,96,1.3721495,557,0.1108775,725
CLIPS,GRUTA,JOVEM,0.8779065,96,1.3188785,785,0.108718,1000
CLIPS,GOZAM,TURVE,0.8777944,97,1.3727103,555,0.1108614,727
CLIPS,GOZEM,TURVA,0.8777944,97,1.4099065,390,0.1142125,377
BRINS,CATEM,FLUXO,0.8777196,98,1.3659813,584,0.1089015,978
BICAM,FLUXO,TRENS,0.8777196,98,1.2779439,935,0.1037449,1528
BRINS,FLUXO,TECAM,0.8777196,98,1.3586916,618,0.1124436,546
FACHO,PUDIM,TRENS,0.8773458,99,1.3319626,728,0.100759,1736
BUNDO,CLIPS,FRETA,0.8772336,100,1.3947664,456,0.1051749,1406
BRETA,CLIPS,FUNDO,0.8772336,100,1.3947664,456,0.1051749,1406
CLIPS,FENDA,TURBO,0.8772336,100,1.4949533,90,0.1178937,108
CLIPS,FENDO,TURBA,0.8772336,100,1.4949533,90,0.1178937,108
BUNDA,CLIPS,FRETO,0.8772336,100,1.3947664,456,0.1051749,1406
BUNDA,CLIPS,FORTE,0.8772336,100,1.4596262,195,0.1107508,737
BUNDE,CLIPS,FATOR,0.8772336,100,1.284486,914,0.094121,1920
BUNDE,CLIPS,FROTA,0.8772336,100,1.2837383,918,0.0937318,1933
BATER,CLIPS,FUNDO,0.8772336,100,1.4327103,297,0.1092102,932
BUFAR,CLIPS,TENDO,0.8772336,100,1.4229907,336,0.1136865,436
BOTAR,CLIPS,FUNDE,0.8772336,100,1.3885981,483,0.106298,1295
BONDE,CLIPS,TRUFA,0.8772336,100,1.2856075,908,0.1031738,1583
BONDE,CLIPS,FURTA,0.8772336,100,1.4596262,195,0.1107508,737
BUNDE,CLIPS,FARTO,0.8772336,100,1.4665421,167,0.1103118,789
BONDE,CLIPS,FRUTA,0.8772336,100,1.3573832,623,0.104796,1447
BUNDO,CLIPS,FARTE,0.8772336,100,1.4665421,167,0.1103118,789
BRUTO,CLIPS,FENDA,0.8772336,100,1.4388785,273,0.1130458,487
CLIPS,FUNDA,OBTER,0.8772336,100,1.2450467,1031,0.0945703,1912
BROTA,CLIPS,FUNDE,0.8772336,100,1.2837383,918,0.0937318,1933
BRUTA,CLIPS,FENDO,0.8772336,100,1.4388785,273,0.1130458,487
BANDO,CLIPS,FURTE,0.8772336,100,1.4665421,167,0.1103118,789
BROTE,CLIPS,FUNDA,0.8772336,100,1.2837383,918,0.0937318,1933
BRINS,CHUPA,DOTEM,0.8770467,101,1.3237383,762,0.1085683,1018
BOCHA,PUDIM,TRENS,0.8770467,101,1.3085981,827,0.1008586,1731
BRINS,CHUTE,PODAM,0.8770467,101,1.3581308,621,0.1072391,1196
BRINS,CHUPO,DATEM,0.8770467,101,1.3306542,735,0.1081294,1085
BRINS,CHUTE,DOPAM,0.8770467,101,1.311028,819,0.1060418,1326
BRINS,CHUTA,PODEM,0.8770467,101,1.3953271,453,0.1105902,754
BRINS,DUCHA,TEMPO,0.8770467,101,1.348972,655,0.1115305,643
BRINS,DUCHA,TOPEM,0.8770467,101,1.3669159,579,0.110127,809
BRINS,CHUTA,DOPEM,0.8770467,101,1.3482243,657,0.1093929,907
BRINS,CHUPE,DOTAM,0.8770467,101,1.2865421,903,0.1052172,1402
BRINS,DUCHA,OPTEM,0.8770467,101,1.2091589,1125,0.0953337,1891
BURGO,CLIPS,DEVAM,0.876785,102,1.4609346,190,0.1184504,87
BURGO,CLIPS,VEDAM,0.876785,102,1.4801869,128,0.1188471,79
ADVEM,BURGO,CLIPS,0.876785,102,1.3123364,813,0.0998318,1772
GALHO,PUDIM,TRENS,0.8763364,103,1.3254206,757,0.1009249,1728
PUDIM,TRENS,VALHO,0.8762991,104,1.3371963,702,0.101181,1715
FULGI,TRENS,VODCA,0.876,105,1.2730841,949,0.0987261,1811
BRINS,CAPTO,MUDEZ,0.8758879,106,1.386729,492,0.1105826,756
BRINS,CAPUZ,DOTEM,0.8758879,106,1.288785,896,0.104483,1480
BRINS,MUDEZ,PACTO,0.8758879,106,1.3900935,477,0.1099693,834
CLIPS,DURMO,GANHE,0.8758505,107,1.3661682,583,0.1075675,1148
CLIPS,GANHO,URDEM,0.8758505,107,1.3345794,716,0.1074527,1163
CLIPS,DUREM,GANHO,0.8758505,107,1.4672897,164,0.1147483,326
CLIPS,HORDA,UNGEM,0.8758505,107,1.3026168,845,0.1091555,944
CLIPS,DURAM,VENHO,0.8758131,108,1.5164486,43,0.1203419,37
CLIPS,DURMA,VENHO,0.8758131,108,1.4525234,223,0.1165122,181
CLIPS,DURMO,VENHA,0.8758131,108,1.4525234,223,0.1165122,181
CLIPS,URDAM,VENHO,0.8758131,108,1.3837383,507,0.1130463,486
CLIPS,HUMOR,VENDA,0.8758131,108,1.2859813,906,0.1014566,1703
CLIPS,HAVER,MUNDO,0.8758131,108,1.355514,631,0.1082681,1068
CLIPS,HORDA,NUVEM,0.8758131,108,1.375514,543,0.1129233,499
CLIPS,MUDAR,VENHO,0.8758131,108,1.4228037,337,0.1140264,393
CLIPS,FUJEM,GRATO,0.8757383,109,1.3041121,841,0.0923849,1968
CLIPS,FUJEM,TRAGO,0.8757383,109,1.2794393,929,0.0916582,1982
CLIPS,FURTE,JOGAM,0.8757383,109,1.4252336,327,0.1120791,580
CLIPS,JOVEM,TRUFA,0.8757009,110,1.275514,943,0.1075698,1147
CLIPS,FRUTA,JOVEM,0.8757009,110,1.3472897,662,0.109192,939
CLIPS,FRUTO,VEJAM,0.8757009,110,1.4153271,367,0.1146044,340
CLIPS,FURTO,VEJAM,0.8757009,110,1.5175701,39,0.1205591,28
CLIPS,FUJEM,VOTAR,0.8757009,110,1.402243,423,0.1112078,678
CLIPS,FUJEM,TRAVO,0.8757009,110,1.2794393,929,0.0916572,1983
CLIPS,FURTA,JOVEM,0.8757009,110,1.4495327,233,0.1151467,291
CLIPS,FUJAM,TREVO,0.8757009,110,1.3347664,715,0.1057498,1360
CLIPS,FUJAM,VETOR,0.8757009,110,1.335514,711,0.1043683,1487
CLIPS,FUJAM,VERTO,0.8757009,110,1.5175701,39,0.1205591,28
CLIPS,FUJEM,TROVA,0.8757009,110,1.2609346,983,0.0976578,1838
CLIPS,FUGAZ,TEMOR,0.8756262,111,1.2768224,938,0.1021169,1663
CLIPS,FUGAZ,TERMO,0.8756262,111,1.4327103,297,0.1171486,140
CLIPS,FURTA,GOZEM,0.8756262,111,1.4629907,180,0.1154142,260
CLIPS,FURTE,GOZAM,0.8756262,111,1.4257944,325,0.112063,588
CLIPS,GOZEM,TRUFA,0.8756262,111,1.288972,895,0.1078372,1113
CLIPS,FUGAZ,MORTE,0.8756262,111,1.3934579,463,0.1108506,731
CLIPS,FUGAZ,METRO,0.8756262,111,1.3985047,439,0.1136691,437
CLIPS,FUGAZ,TREMO,0.8756262,111,1.2863551,904,0.1033229,1567
CLIPS,FRUTA,GOZEM,0.8756262,111,1.3607477,607,0.1094594,897
CLIPS,FURTO,VAZEM,0.8755888,112,1.4816822,121,0.1152313,277
CLIPS,FAZEM,TURVO,0.8755888,112,1.4452336,247,0.1142476,372
